idx,sentence,label,p_pos,pred,B_confidence,y_correct
100,"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ",1,0.9998075366020203,1,0.9998075366020203,1
101,"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ",0,0.0024789704475551844,0,0.9975210295524448,1
102,"does paint some memorable images ... , but makhmalbaf keeps her distance from the characters ",1,0.9876548647880554,1,0.9876548647880554,1
103,"a gripping movie , played with performances that are all understated and touching . ",1,0.9998694658279419,1,0.9998694658279419,1
104,"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ",1,0.9983878135681152,1,0.9983878135681152,1
105,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ",0,0.016051137819886208,0,0.9839488621801138,1
106,the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . ,1,0.9995096921920776,1,0.9995096921920776,1
107,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,0,0.9410335421562195,1,0.9410335421562195,0
108,"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ",0,0.005166505463421345,0,0.9948334945365787,1
109,it 's great escapist fun that recreates a place and time that will never happen again . ,1,0.9998679161071777,1,0.9998679161071777,1
110,"scores no points for originality , wit , or intelligence . ",0,0.000316881894832477,0,0.9996831181051675,1
111,"there is n't nearly enough fun here , despite the presence of some appealing ingredients . ",0,0.0008253483101725578,0,0.9991746516898274,1
112,hilariously inept and ridiculous . ,1,0.9824227094650269,1,0.9824227094650269,1
113,this movie is maddening . ,0,0.00021168726379983127,0,0.9997883127362002,1
114,"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . ",1,0.9997478127479553,1,0.9997478127479553,1
115,sam mendes has become valedictorian at the school for soft landings and easy ways out . ,0,0.9968371391296387,1,0.9968371391296387,0
116,one of the smartest takes on singles culture i 've seen in a long time . ,1,0.9998302459716797,1,0.9998302459716797,1
117,"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ",1,0.9997507929801941,1,0.9997507929801941,1
118,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ,0,0.9873793125152588,1,0.9873793125152588,0
119,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,0,0.00856490433216095,0,0.991435095667839,1
120,"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",1,0.9998489618301392,1,0.9998489618301392,1
121,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ,0,0.997744083404541,1,0.997744083404541,0
122,old-form moviemaking at its best . ,1,0.9857876300811768,1,0.9857876300811768,1
123,turns potentially forgettable formula into something strangely diverting . ,1,0.007454459555447102,0,0.9925455404445529,0
124,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ",1,0.9992351531982422,1,0.9992351531982422,1
125,a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair . ,1,0.9998750686645508,1,0.9998750686645508,1
126,confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . ,0,0.017667951062321663,0,0.9823320489376783,1
127,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ",0,0.00036409858148545027,0,0.9996359014185145,1
128,montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ,1,0.9997511506080627,1,0.9997511506080627,1
129,"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . ",1,0.9998844861984253,1,0.9998844861984253,1
130,suffers from the lack of a compelling or comprehensible narrative . ,0,0.00020348480029497296,0,0.999796515199705,1
131,"in execution , this clever idea is far less funny than the original , killers from space . ",0,0.0002680776815395802,0,0.9997319223184604,1
132,scooby dooby doo / and shaggy too / you both look and sound great . ,1,0.9998564720153809,1,0.9998564720153809,1
133,"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ",0,0.0004533144528977573,0,0.9995466855471022,1
134,it all drags on so interminably it 's like watching a miserable relationship unfold in real time . ,0,0.0007680049748159945,0,0.999231995025184,1
135,"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",0,0.9202572703361511,1,0.9202572703361511,0
136,looks and feels like a project better suited for the small screen . ,0,0.0012784961145371199,0,0.9987215038854629,1
137,"forced , familiar and thoroughly condescending . ",0,0.0002444604178890586,0,0.9997555395821109,1
138,that is a compliment to kuras and miller . ,1,0.9998264908790588,1,0.9998264908790588,1
139,it 's not the ultimate depression-era gangster movie . ,0,0.00039547489723190665,0,0.9996045251027681,1
140,sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,0,0.0003707253490574658,0,0.9996292746509425,1
141,the character of zigzag is not sufficiently developed to support a film constructed around him . ,0,0.00020975405641365796,0,0.9997902459435863,1
142,what better message than ` love thyself ' could young women of any size receive ? ,1,0.008289740420877934,0,0.9917102595791221,0
143,a solid film ... but more conscientious than it is truly stirring . ,1,0.9995518326759338,1,0.9995518326759338,1
144,"while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . ",0,0.0002726719540078193,0,0.9997273280459922,1
145,the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,0,0.8561829924583435,1,0.8561829924583435,0
146,"about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . ",1,0.999845027923584,1,0.999845027923584,1
147,the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second . ,0,0.025758441537618637,0,0.9742415584623814,1
148,feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,0,0.00019833090482279658,0,0.9998016690951772,1
149,"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . ",1,0.9900901317596436,1,0.9900901317596436,1
150,overall very good for what it 's trying to do . ,1,0.9998157620429993,1,0.9998157620429993,1
151,"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . ",1,0.9998273253440857,1,0.9998273253440857,1
152,"a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ",1,0.998794436454773,1,0.998794436454773,1
153,the heavy-handed film is almost laughable as a consequence . ,0,0.0012606922537088394,0,0.9987393077462912,1
154,a solid examination of the male midlife crisis . ,1,0.9997395873069763,1,0.9997395873069763,1
155,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,0,0.0007105385302565992,0,0.9992894614697434,1
156,"manages to transcend the sex , drugs and show-tunes plot into something far richer . ",1,0.9997184872627258,1,0.9997184872627258,1
157,it takes talent to make a lifeless movie about the most heinous man who ever lived . ,0,0.0002959257981274277,0,0.9997040742018726,1
158,"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ",0,0.9935868978500366,1,0.9935868978500366,0
159,"like leon , it 's frustrating and still oddly likable . ",1,0.999848484992981,1,0.999848484992981,1
160,"uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ",0,0.0002410435554338619,0,0.9997589564445661,1
161,not exactly the bees knees ,0,0.0008527582976967096,0,0.9991472417023033,1
162,"there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there . ",0,0.000281312211882323,0,0.9997186877881177,1
163,"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ",0,0.0015765776624903083,0,0.9984234223375097,1
164,a woman 's pic directed with resonance by ilya chaiken . ,1,0.9994459748268127,1,0.9994459748268127,1
165,may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,0,0.0010733206290751696,0,0.9989266793709248,1
166,"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0,0.0012212336296215653,0,0.9987787663703784,1
167,the end result is a film that 's neither . ,0,0.00027332661557011306,0,0.9997266733844299,1
168,manages to be sweet and wickedly satisfying at the same time . ,1,0.9998869895935059,1,0.9998869895935059,1
169,leigh 's film is full of memorable performances from top to bottom . ,1,0.9998409748077393,1,0.9998409748077393,1
170,"it 's also , clearly , great fun . ",1,0.9998894929885864,1,0.9998894929885864,1
171,rarely has leukemia looked so shimmering and benign . ,0,0.9779419302940369,1,0.9779419302940369,0
172,it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ,1,0.7441457509994507,1,0.7441457509994507,1
173,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ",0,0.00031173904426395893,0,0.999688260955736,1
174,if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ,1,0.9996410608291626,1,0.9996410608291626,1
175,"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . ",1,0.9984622001647949,1,0.9984622001647949,1
176,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ",0,0.0419459342956543,0,0.9580540657043457,1
177,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ",0,0.00048697530291974545,0,0.9995130246970803,1
178,it made me want to wrench my eyes out of my head and toss them at the screen . ,0,0.3340998589992523,0,0.6659001410007477,1
179,the film 's performances are thrilling . ,1,0.9998875856399536,1,0.9998875856399536,1
180,"unfortunately , it 's not silly fun unless you enjoy really bad movies . ",0,0.00460466556251049,0,0.9953953344374895,1
181,it 's a bad thing when a movie has about as much substance as its end credits blooper reel . ,0,0.00024106424825731665,0,0.9997589357517427,1
182,"i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand . ",0,0.00048215867718681693,0,0.9995178413228132,1
183,"the lower your expectations , the more you 'll enjoy it . ",0,0.9996402263641357,1,0.9996402263641357,0
184,"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ",0,0.6638658046722412,1,0.6638658046722412,0
185,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ",1,0.9998592138290405,1,0.9998592138290405,1
186,"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",1,0.9934484362602234,1,0.9934484362602234,1
187,` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' ,1,0.9994576573371887,1,0.9994576573371887,1
188,"a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment . ",0,0.0022490378469228745,0,0.9977509621530771,1
189,"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ? ",0,0.0004635290242731571,0,0.9995364709757268,1
190,"try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ",0,0.004587104544043541,0,0.9954128954559565,1
191,the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . ,1,0.9968551397323608,1,0.9968551397323608,1
192,"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ",1,0.9809227585792542,1,0.9809227585792542,1
193,"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . ",1,0.993157684803009,1,0.993157684803009,1
194,"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life . ",1,0.9979851245880127,1,0.9979851245880127,1
195,my thoughts were focused on the characters . ,1,0.9222425818443298,1,0.9222425818443298,1
196,"so , too , is this comedy about mild culture clashing in today 's new delhi . ",1,0.9935731291770935,1,0.9935731291770935,1
197,"for starters , the story is just too slim . ",0,0.00020278328156564385,0,0.9997972167184344,1
198,"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . ",1,0.9998760223388672,1,0.9998760223388672,1
199,"at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave . ",0,0.0003620153001975268,0,0.9996379846998025,1
200,"the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . ",1,0.8093138933181763,1,0.8093138933181763,1
201,"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat . ",1,0.9878334999084473,1,0.9878334999084473,1
202,"there ought to be a directing license , so that ed burns can have his revoked . ",0,0.0006408319459296763,0,0.9993591680540703,1
203,bad . ,0,0.00023008973221294582,0,0.999769910267787,1
204,"that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . ",1,0.999560534954071,1,0.999560534954071,1
205,falls neatly into the category of good stupid fun . ,1,0.9979269504547119,1,0.9979269504547119,1
206,"an artful , intelligent film that stays within the confines of a well-established genre . ",1,0.999852180480957,1,0.999852180480957,1
207,"smart , provocative and blisteringly funny . ",1,0.9998874664306641,1,0.9998874664306641,1
208,"and the lesson , in the end , is nothing new . ",0,0.00027355103520676494,0,0.9997264489647932,1
209,"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . ",0,0.0035914930049329996,0,0.996408506995067,1
210,"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . ",1,0.9995076656341553,1,0.9995076656341553,1
211,to say this was done better in wilder 's some like it hot is like saying the sun rises in the east . ,0,0.014511345885694027,0,0.985488654114306,1
212,"the entire movie is about a boring , sad man being boring and sad . ",0,0.0007653932552784681,0,0.9992346067447215,1
213,"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ",0,0.9758961200714111,1,0.9758961200714111,0
214,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ",0,0.0024764742702245712,0,0.9975235257297754,1
215,"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ",1,0.9931612014770508,1,0.9931612014770508,1
216,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,1,0.9964702129364014,1,0.9964702129364014,1
217,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ",0,0.0006278600776568055,0,0.9993721399223432,1
218,"all that 's missing is the spontaneity , originality and delight . ",0,0.1716887205839157,0,0.8283112794160843,1
219,"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ",1,0.9982423782348633,1,0.9982423782348633,1
220,the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,1,0.9913846254348755,1,0.9913846254348755,1
221,my reaction in a word : disappointment . ,0,0.00021844377624802291,0,0.999781556223752,1
222,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ",1,0.998992383480072,1,0.998992383480072,1
223,"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . ",1,0.9993698000907898,1,0.9993698000907898,1
224,"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ",1,0.9992266893386841,1,0.9992266893386841,1
